Movie ID,Title,Genre,Language,Production House,Release Date,Country,Budget (M USD),Duration (mins),Opening Day Collection (M USD),Weekend Collection (M USD),Lifetime Gross (M USD),Number of Screens,IMAX/3D Available,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Domestic Collection (M USD),International Collection (M USD),Distribution Company,Marketing Budget (M USD)
MOV3799,Movie 376,Romance,French,Netflix Originals,20:58.5,UK,131.87,167,48.08,138.21,693.01,918,No,4.7,46,41621,402.23,290.78,Amazon Prime,39.77
MOV8699,Movie 377,Drama,German,Paramount,20:58.5,UK,162.64,96,16.29,30.3,127.83,1972,No,9.1,28,218007,84.68,43.15,Warner Bros,53.44
MOV9429,Movie 378,Horror,Telugu,Paramount,20:58.5,India,256.96,134,0.6,1.42,6.63,593,Yes,8.9,74,474058,3.41,3.22,Fox Studios,101.67
MOV3374,Movie 379,Horror,Korean,Fox Studios,20:58.5,Japan,230.69,97,4.88,10.68,43,4162,Yes,6.6,55,288410,29.28,13.72,Fox Studios,70.56
MOV7408,Movie 380,Romance,Chinese,Disney,20:58.5,France,206.03,124,1.68,3.95,14.38,1098,Yes,8.2,39,211485,10.55,3.83,Paramount,64.57
MOV1248,Movie 381,Animation,French,Universal,20:58.5,France,107.55,134,37.14,58.24,559.4,4430,No,9.8,21,390384,363.82,195.58,Netflix,35.05
MOV2594,Movie 382,Sci-Fi,German,Fox Studios,20:58.5,Japan,41.48,179,42.45,102.59,906.76,3956,Yes,5.2,78,247770,679.56,227.2,Paramount,13.67
MOV7574,Movie 383,Comedy,Telugu,Universal,20:58.5,UK,298.08,100,13.73,32.81,203.62,2815,Yes,4.1,96,412499,139.09,64.53,Warner Bros,140.2
MOV7474,Movie 384,Horror,Spanish,Fox Studios,20:58.5,Germany,207.96,86,39.17,116.43,929.01,2534,Yes,9.3,78,399027,479.13,449.88,Paramount,93.32
MOV2046,Movie 385,Comedy,Spanish,Netflix Originals,20:58.5,Germany,224.55,150,14.64,35.24,264.62,2877,Yes,4.7,94,352787,186.98,77.64,Warner Bros,104.18
MOV7836,Movie 386,Comedy,English,Universal,20:58.5,Japan,281.63,106,34.78,99.16,946.34,3538,No,8.4,94,189203,542.38,403.96,Sony Pictures,52.68
MOV6477,Movie 387,Thriller,French,Universal,20:58.5,Germany,165.56,158,35.22,58.67,423.58,3502,No,5.6,39,269390,287.58,136,Netflix,21.46
MOV2821,Movie 388,Adventure,French,Fox Studios,20:58.5,USA,222.56,156,11.16,25.59,251.65,1835,No,8.6,52,299426,178.15,73.5,Amazon Prime,99.69
MOV8275,Movie 389,Sci-Fi,German,Netflix Originals,20:58.5,Japan,175.65,158,31.85,53.51,491.99,3092,No,6.3,84,484803,387.76,104.23,Warner Bros,82.72
MOV1096,Movie 390,Thriller,Spanish,Universal,20:58.5,USA,200.81,161,31.42,78.17,396.85,4414,Yes,4,49,136137,289.21,107.64,Fox Studios,46.3
MOV9333,Movie 391,Thriller,Korean,Fox Studios,20:58.5,India,31.54,116,41.94,89.69,487.57,4981,Yes,6.5,46,266590,326.33,161.24,Netflix,10.6
MOV4630,Movie 392,Action,Korean,Warner Bros,20:58.5,India,210.07,134,8.09,12.61,91.38,838,Yes,4.1,26,257514,48.95,42.43,Amazon Prime,94.74
MOV9854,Movie 393,Drama,Spanish,Sony Pictures,20:58.5,China,276.82,89,36.95,83.56,479.32,3849,No,5.3,40,78815,253.6,225.72,Fox Studios,50.73
MOV3518,Movie 394,Animation,Hindi,Fox Studios,20:58.5,China,171.97,129,13.36,26.77,253.34,3873,Yes,6.6,55,169114,148.24,105.1,Paramount,37.48
MOV1906,Movie 395,Romance,Hindi,Paramount,20:58.5,China,16.4,145,32.97,75.06,200.31,2119,Yes,4.7,57,76667,137.33,62.98,Amazon Prime,5.75
MOV6259,Movie 396,Horror,German,Paramount,20:58.5,Japan,272.22,154,11.47,29.36,269.7,3188,No,4.9,54,410896,196.65,73.05,Netflix,112.1
MOV3151,Movie 397,Romance,Japanese,Paramount,20:58.5,India,50.64,120,43.84,100.61,529.95,3341,No,5.8,69,289307,423.76,106.19,Warner Bros,17.35
MOV2092,Movie 398,Thriller,Chinese,Warner Bros,20:58.5,Germany,66.31,150,35.41,74.93,657.99,1694,Yes,6.5,55,224377,454.92,203.07,Warner Bros,8.69
MOV9423,Movie 399,Animation,Telugu,Netflix Originals,20:58.5,South Korea,107.57,110,39.37,70.61,666.56,3719,No,5.8,49,454330,426.22,240.34,Sony Pictures,36.77
MOV6513,Movie 400,Adventure,German,Netflix Originals,20:58.5,Germany,89.72,113,18.03,32.42,194.24,764,Yes,7.5,46,56232,126.57,67.67,Netflix,28.68
MOV7008,Movie 401,Thriller,Telugu,Paramount,20:58.5,South Korea,188.2,106,46.59,139.55,1348.97,4852,No,8,36,65581,786.26,562.71,Sony Pictures,33.2
MOV5627,Movie 402,Sci-Fi,Chinese,Fox Studios,20:58.5,India,102.38,102,31.76,87.09,859.5,4901,Yes,7.6,68,18414,488.36,371.14,Warner Bros,43.71
MOV7293,Movie 403,Comedy,Spanish,Netflix Originals,20:58.5,China,245.13,107,23.97,51.03,238.96,1912,No,7.6,47,389533,188.17,50.79,Sony Pictures,29.44
MOV6706,Movie 404,Thriller,English,Fox Studios,20:58.5,UK,185.92,107,11.15,28.66,219.7,3180,Yes,7.2,71,421098,154.28,65.42,Fox Studios,53.01
MOV8267,Movie 405,Drama,Spanish,Sony Pictures,20:58.5,India,96.6,174,32.46,63.29,585.75,2121,Yes,9.3,24,80008,381.9,203.85,Warner Bros,15.94
MOV4667,Movie 406,Drama,Spanish,Universal,20:58.5,South Korea,175.67,105,36.28,62.8,609.47,3407,Yes,5,29,314307,350.72,258.75,Sony Pictures,75.82
MOV5383,Movie 407,Thriller,Tamil,Warner Bros,20:58.5,UK,100.87,105,33.94,64.78,301.76,2976,Yes,7.7,22,85976,168.25,133.51,Amazon Prime,13.12
MOV9491,Movie 408,Romance,English,Fox Studios,20:58.5,Japan,217.56,144,9.24,23.56,232.78,895,Yes,4.7,67,489580,175.76,57.02,Netflix,83.75
MOV6941,Movie 409,Horror,Hindi,Universal,20:58.5,Japan,267.01,98,43.8,131.05,804.47,509,Yes,8.5,69,47706,622.01,182.46,Netflix,79.48
MOV2574,Movie 410,Thriller,German,Netflix Originals,20:58.5,Japan,195.99,160,21.75,55.66,353.04,2624,No,6.8,94,311275,189.75,163.29,Fox Studios,52.12
MOV3513,Movie 411,Animation,German,Netflix Originals,20:58.5,Germany,149.87,82,17.6,33.12,80.3,507,No,9.6,82,73247,54.45,25.85,Fox Studios,55.85
MOV1688,Movie 412,Horror,German,Fox Studios,20:58.5,India,246.58,108,17.39,49.72,223.85,3055,Yes,4.2,29,136061,147.35,76.5,Warner Bros,72.08
MOV2337,Movie 413,Action,Spanish,Disney,20:58.5,Germany,260.16,110,31.22,73.34,310.67,1180,Yes,8.4,24,369980,181.83,128.84,Amazon Prime,84.53
MOV1575,Movie 414,Adventure,English,Paramount,20:58.5,UK,205.39,86,23.71,36.24,106.9,2927,No,5.8,90,494739,65.73,41.17,Warner Bros,89.64
MOV2384,Movie 415,Sci-Fi,Telugu,Fox Studios,20:58.5,South Korea,222.72,142,29.86,86.89,596.72,2749,No,8.3,24,241041,310.35,286.37,Amazon Prime,102.85
MOV1119,Movie 416,Drama,German,Universal,20:58.5,USA,221.38,84,23.24,47.15,175.72,1972,No,7,69,374320,107.38,68.34,Amazon Prime,64.79
MOV1685,Movie 417,Comedy,Tamil,Warner Bros,20:58.5,France,279.75,98,23.02,53.44,383.67,3138,No,8.8,26,93635,265.73,117.94,Sony Pictures,50
MOV9485,Movie 418,Romance,Hindi,Netflix Originals,20:58.5,USA,216.26,111,28.16,61.25,490.11,3666,Yes,7.2,98,400161,258.5,231.61,Fox Studios,34.74
MOV6923,Movie 419,Animation,French,Universal,20:58.5,USA,184.43,86,31.46,91.37,486.05,2103,No,10,61,127119,349.98,136.07,Paramount,51.56
MOV1798,Movie 420,Romance,Tamil,Fox Studios,20:58.5,UK,289.21,104,37.87,88.88,355.37,4445,Yes,7.9,95,354530,250.85,104.52,Netflix,54.11
MOV8563,Movie 421,Drama,French,Fox Studios,20:58.5,South Korea,211.96,80,34.12,68.68,432.14,911,No,6.5,30,61875,250.77,181.37,Sony Pictures,78.7
MOV7819,Movie 422,Sci-Fi,English,Warner Bros,20:58.5,India,70.01,138,20.01,47.44,121.31,2105,Yes,6.7,24,494454,81.37,39.94,Amazon Prime,8.84
MOV4405,Movie 423,Thriller,Japanese,Sony Pictures,20:58.5,China,216.32,163,15.25,23.75,67.57,4517,No,4.9,47,236709,44.34,23.23,Netflix,32.25
MOV4233,Movie 424,Action,Japanese,Disney,20:58.5,USA,285.62,139,48.82,114.04,636.25,2074,No,8.6,40,373795,370.66,265.59,Warner Bros,85.49
MOV7664,Movie 425,Drama,Hindi,Warner Bros,20:58.5,South Korea,164.24,152,12.44,32.29,227.22,1537,Yes,6,96,2687,176.35,50.87,Netflix,23.57
MOV9353,Movie 426,Animation,German,Netflix Originals,20:58.5,USA,210.59,157,29.41,53.99,217.64,1767,Yes,8.2,91,399982,144.18,73.46,Netflix,24.35
MOV7832,Movie 427,Drama,Korean,Disney,20:58.5,India,176.69,172,7.57,18.19,60.22,2587,Yes,8.2,34,475389,42.92,17.3,Paramount,24.43
MOV7988,Movie 428,Horror,German,Disney,20:58.5,India,298.34,88,0.87,2.12,15.87,1387,Yes,6.6,50,196360,8.16,7.71,Sony Pictures,135.7
MOV5737,Movie 429,Romance,Japanese,Netflix Originals,20:58.5,UK,88.44,134,24.79,64.28,199.83,2721,No,7.7,92,299865,133.64,66.19,Sony Pictures,18.6
MOV9706,Movie 430,Romance,Spanish,Warner Bros,20:58.5,Japan,172.99,91,14.8,41.34,328.22,2557,No,5.4,44,396355,235.8,92.42,Amazon Prime,49.24
MOV1884,Movie 431,Sci-Fi,Chinese,Sony Pictures,20:58.5,France,102.74,99,22.37,64.47,417.19,1959,No,9.2,92,314108,224.74,192.45,Fox Studios,34.69
MOV3499,Movie 432,Adventure,Tamil,Universal,20:58.5,France,295.86,162,17.29,27.72,92.32,1068,Yes,8.1,99,238086,48.27,44.05,Amazon Prime,91.03
MOV7377,Movie 433,Action,German,Universal,20:58.5,France,89.23,173,22.46,52.91,499.56,3025,No,6.9,79,309820,283.62,215.94,Netflix,28.13
MOV4485,Movie 434,Drama,English,Universal,20:58.5,Japan,90.76,126,19.7,55.28,131.48,3740,Yes,5,33,73685,98.42,33.06,Warner Bros,13.44
MOV8986,Movie 435,Romance,French,Universal,20:58.5,Germany,144.77,96,22.3,44.64,166.48,3054,Yes,8.3,45,4273,96.08,70.4,Warner Bros,30.99
MOV6270,Movie 436,Drama,Tamil,Disney,20:58.5,UK,52.68,96,22.66,46.09,176.45,3878,No,7.2,66,436683,130.22,46.23,Warner Bros,15.94
MOV1454,Movie 437,Comedy,Hindi,Disney,20:58.5,South Korea,297.57,139,7.69,18.69,45.32,700,Yes,4.7,73,403809,29.62,15.7,Warner Bros,113.33
MOV6750,Movie 438,Romance,German,Universal,20:58.5,South Korea,37,142,29.25,50.98,356.34,1703,No,8.2,87,340277,274.57,81.77,Amazon Prime,7.19
MOV1701,Movie 439,Sci-Fi,Tamil,Sony Pictures,20:58.5,Germany,214.81,99,42.94,127.69,1043.18,4297,No,5.4,55,165089,768.85,274.33,Sony Pictures,52.05
MOV6158,Movie 440,Thriller,Spanish,Netflix Originals,20:58.5,France,10.19,161,13.42,28.64,271.46,701,No,5.8,94,407383,183.33,88.13,Amazon Prime,2.65
MOV1918,Movie 441,Drama,English,Warner Bros,20:58.5,Japan,253.39,108,15.42,41.6,104.63,2939,Yes,6.3,85,105228,69.84,34.79,Paramount,92.94
MOV9867,Movie 442,Horror,Tamil,Sony Pictures,20:58.5,UK,251.48,177,32.16,58.68,273.02,1562,Yes,5.9,32,289569,184.09,88.93,Paramount,117.13
MOV8522,Movie 443,Romance,Japanese,Disney,20:58.5,South Korea,141.57,148,13.09,35.85,245.56,3208,No,9.1,48,463970,180.38,65.18,Paramount,28.95
MOV8544,Movie 444,Comedy,Hindi,Warner Bros,20:58.5,India,292.83,92,34.08,91.52,186.28,4351,No,8.3,93,287459,119.6,66.68,Paramount,85.59
MOV4187,Movie 445,Horror,English,Universal,20:58.5,India,75.18,107,47.09,137.25,888.44,4562,No,6.4,50,242051,606.75,281.69,Fox Studios,17.8
MOV3067,Movie 446,Drama,Hindi,Netflix Originals,20:58.5,China,258.29,160,23.54,58.9,250.53,1334,Yes,7.3,71,156681,133.94,116.59,Amazon Prime,69.77
MOV5338,Movie 447,Comedy,Japanese,Disney,20:58.5,France,163.21,101,46.34,85.65,751.1,4490,No,8.6,67,389987,492.08,259.02,Amazon Prime,74.08
MOV6820,Movie 448,Comedy,English,Universal,20:58.5,Germany,185.42,107,0.75,1.9,18.54,542,Yes,8.6,100,118267,9.7,8.84,Warner Bros,21.11
MOV1797,Movie 449,Adventure,Hindi,Sony Pictures,20:58.5,South Korea,153.33,117,32.37,92.57,597.23,1027,Yes,4.8,72,469255,330.1,267.13,Sony Pictures,54.6
MOV9363,Movie 450,Romance,Tamil,Sony Pictures,20:58.5,India,94.46,122,39.59,69.13,598.86,900,Yes,5,84,319245,369.26,229.6,Paramount,16.23
MOV7730,Movie 451,Horror,Tamil,Sony Pictures,20:58.5,France,268.8,107,12.34,24.91,113.04,4164,No,4.2,91,85781,81.51,31.53,Fox Studios,29.57
MOV2591,Movie 452,Comedy,German,Universal,20:58.5,China,202.59,146,26.97,74.63,522.23,3495,No,6.4,56,65077,400.28,121.95,Fox Studios,43.65
MOV6403,Movie 453,Drama,French,Paramount,20:58.5,UK,165.46,122,8.16,19.16,142.71,4033,No,4.6,48,367115,83.42,59.29,Paramount,48.45
MOV7196,Movie 454,Action,Tamil,Warner Bros,20:58.5,South Korea,4.95,155,30.62,77.71,572.91,1056,No,9.8,70,65076,298.73,274.18,Netflix,1.69
MOV5718,Movie 455,Thriller,Korean,Fox Studios,20:58.5,China,24.81,125,33.22,57.22,390.84,1561,Yes,9.6,59,214841,307.68,83.16,Paramount,7.91
MOV9215,Movie 456,Comedy,Hindi,Warner Bros,20:58.5,USA,101.77,124,44.4,133.12,697.19,1196,No,9.1,57,195750,538.68,158.51,Netflix,19.31
MOV5643,Movie 457,Action,Tamil,Disney,20:58.5,France,123.64,121,46.22,88.93,310.78,1353,Yes,8.1,52,487260,169.01,141.77,Warner Bros,49.44
MOV8553,Movie 458,Horror,Chinese,Disney,20:58.5,India,207.99,180,15.87,47.6,473.21,3423,Yes,8.7,95,395368,369.09,104.12,Netflix,35.7
MOV8788,Movie 459,Animation,Spanish,Paramount,20:58.5,UK,230.9,121,31.48,70.62,255.24,3047,Yes,6,51,453072,176.6,78.64,Warner Bros,113.52
MOV3075,Movie 460,Sci-Fi,English,Universal,20:58.5,China,128.66,170,40.35,77.18,622.84,2123,Yes,9.4,84,160787,419.2,203.64,Warner Bros,13.47
MOV2301,Movie 461,Horror,Telugu,Paramount,20:58.5,China,163.43,146,37.59,92.58,912.54,528,No,6.6,20,143764,539.84,372.7,Sony Pictures,68.97
MOV6848,Movie 462,Drama,English,Netflix Originals,20:58.5,UK,99.24,81,31.14,80.7,440.47,4660,Yes,4.7,53,417585,316.6,123.87,Netflix,44.93
MOV7070,Movie 463,Horror,Chinese,Universal,20:58.5,UK,268.24,155,22.21,59.24,539.55,3496,No,9.2,22,196973,370.96,168.59,Sony Pictures,59.83
MOV5005,Movie 464,Sci-Fi,English,Warner Bros,20:58.5,South Korea,231.68,127,23.62,41.07,318.75,4622,No,6.1,36,89354,222.57,96.18,Paramount,96.97
MOV2742,Movie 465,Romance,German,Sony Pictures,20:58.5,India,136.08,134,10.95,26.22,68.97,2459,No,5.1,67,90382,51.69,17.28,Fox Studios,64.67
MOV6116,Movie 466,Drama,Chinese,Disney,20:58.5,UK,24.33,122,39.34,72.77,618.65,3300,Yes,7.4,28,108871,347.22,271.43,Sony Pictures,7.14
MOV5256,Movie 467,Action,Hindi,Paramount,20:58.5,Germany,59.98,111,30.73,59.88,163.62,3077,Yes,7.9,97,73098,125.01,38.61,Warner Bros,12.86
MOV3732,Movie 468,Thriller,German,Netflix Originals,20:58.5,India,191.87,97,2.26,4.72,25.38,1038,Yes,5.9,50,59590,16.06,9.32,Paramount,51.34
MOV4199,Movie 469,Romance,Japanese,Fox Studios,20:58.5,India,173.41,136,19.79,59.36,217.18,4574,No,9.9,21,396217,151.25,65.93,Warner Bros,30.57
MOV2500,Movie 470,Horror,Chinese,Fox Studios,20:58.5,Germany,175.42,176,27.4,73.99,169.66,4126,No,8,45,419763,89.36,80.3,Amazon Prime,58.09
MOV9638,Movie 471,Adventure,German,Paramount,20:58.5,Japan,290.25,144,16.51,35.75,174.78,2211,Yes,9.9,92,360376,103.36,71.42,Amazon Prime,47.5
MOV4582,Movie 472,Sci-Fi,Hindi,Fox Studios,20:58.5,India,104.29,110,6.89,11.14,49.88,3649,No,8.2,61,295696,35.57,14.31,Amazon Prime,49.39
MOV5183,Movie 473,Thriller,Spanish,Sony Pictures,20:58.5,South Korea,96.04,165,7.19,20.8,172.64,3346,Yes,4.8,33,210358,127.35,45.29,Amazon Prime,33.39
MOV2157,Movie 474,Action,French,Warner Bros,20:58.5,France,153.2,120,29.56,88.62,348.38,2273,No,6.7,47,230757,222.26,126.12,Netflix,57.71
MOV1771,Movie 475,Romance,Korean,Netflix Originals,20:58.5,China,287.15,113,1.03,2.09,14.58,2061,No,6,43,30863,9.83,4.75,Paramount,43.49
MOV7344,Movie 476,Action,Hindi,Netflix Originals,20:58.5,China,51.02,177,35.91,64.95,178.94,2263,No,8.6,70,425117,92.15,86.79,Netflix,5.88
MOV1630,Movie 477,Action,Telugu,Warner Bros,20:58.5,USA,111.82,135,13.17,23.54,227.99,1347,No,7.5,68,383633,139.62,88.37,Fox Studios,47.88
MOV2223,Movie 478,Sci-Fi,French,Fox Studios,20:58.5,South Korea,108.06,141,17.64,52.37,184.66,1414,Yes,8.6,72,397597,101.06,83.6,Fox Studios,36.15
MOV6731,Movie 479,Thriller,Spanish,Paramount,20:58.5,China,236.23,81,42.96,114.49,914.54,4113,Yes,7.6,46,13879,541.4,373.14,Paramount,91.95
MOV3762,Movie 480,Animation,Tamil,Paramount,20:58.5,France,131.89,138,15.27,31.37,131.37,3630,No,5.8,77,276431,96.73,34.64,Netflix,32.19
MOV3528,Movie 481,Horror,Tamil,Universal,20:58.5,UK,169.58,111,30.42,50.18,449.14,3924,Yes,7.2,89,167638,317,132.14,Fox Studios,69.51
MOV9167,Movie 482,Drama,Telugu,Paramount,20:58.5,UK,215.69,142,20.83,43.75,304.19,1281,No,4.5,91,473820,227.17,77.02,Netflix,45.91
MOV5017,Movie 483,Animation,English,Universal,20:58.5,India,247.32,135,7.32,16.16,139.51,2563,No,9.9,87,227808,82.71,56.8,Sony Pictures,54.89
MOV8862,Movie 484,Comedy,Tamil,Fox Studios,20:58.5,USA,244.03,142,34.54,80.31,268.93,1904,No,5.1,44,190437,161.85,107.08,Paramount,93.59
MOV1189,Movie 485,Drama,German,Fox Studios,20:58.5,Germany,180.77,111,46.11,133.71,1224.31,2999,Yes,7.2,47,300749,936.19,288.12,Fox Studios,48.97
MOV5343,Movie 486,Animation,German,Netflix Originals,20:58.5,France,27.45,116,22.2,43.1,306.41,1126,No,8.7,32,219663,172.27,134.14,Netflix,6.11
MOV6942,Movie 487,Animation,Japanese,Paramount,20:58.5,France,236.75,150,17.81,51.15,144.56,1569,Yes,7,48,368332,82,62.56,Paramount,76.09
MOV7885,Movie 488,Animation,Korean,Paramount,20:58.5,France,179.96,81,24.13,47.33,462.95,3141,No,8.5,47,209028,361.35,101.6,Netflix,30.93
MOV8381,Movie 489,Horror,Japanese,Warner Bros,20:58.5,Germany,156.49,175,21.09,57.26,564.34,694,No,5.3,78,354501,409.36,154.98,Warner Bros,63.44
MOV7331,Movie 490,Comedy,Japanese,Sony Pictures,20:58.5,USA,83.73,97,39.34,95.42,417.45,1244,Yes,4.4,56,119050,209.08,208.37,Paramount,28.1
MOV2371,Movie 491,Romance,German,Paramount,20:58.5,China,205.44,132,43.67,101.63,747.26,4593,No,7.4,59,146125,563.99,183.27,Warner Bros,74.55
MOV5003,Movie 492,Animation,Hindi,Disney,20:58.5,Japan,65.01,170,23.64,59.89,323.71,1585,No,6.2,25,199500,207.36,116.35,Paramount,13.36
MOV1667,Movie 493,Adventure,Chinese,Disney,20:58.5,Germany,147.24,88,39.62,110.18,1078.76,3157,Yes,5.6,52,487982,575.85,502.91,Paramount,20.34
MOV5465,Movie 494,Comedy,Spanish,Disney,20:58.5,Germany,256.36,127,22.98,50.94,319.42,2268,No,6.5,31,452151,240.8,78.62,Paramount,70.25
MOV7171,Movie 495,Thriller,Tamil,Netflix Originals,20:58.5,USA,209.26,169,18.94,37.52,76.48,1224,No,9.1,75,50457,53.96,22.52,Sony Pictures,27.39
MOV7784,Movie 496,Horror,Spanish,Fox Studios,20:58.5,India,273.1,93,44.86,94.44,437.57,4783,No,9.9,45,405614,333.63,103.94,Warner Bros,106.83
MOV4099,Movie 497,Comedy,German,Disney,20:58.5,India,137.89,142,17.87,53.17,107.68,3827,No,9.9,65,381507,60.07,47.61,Paramount,59.11
MOV2125,Movie 498,Romance,Japanese,Netflix Originals,20:58.5,Japan,6.92,133,35.69,94.22,271.05,1759,No,9.8,88,388853,141.36,129.69,Amazon Prime,3.38
MOV8033,Movie 499,Sci-Fi,German,Warner Bros,20:58.5,USA,115.59,127,18.05,37.52,216.97,4614,Yes,6.6,45,480896,111.38,105.59,Fox Studios,15.86
MOV9437,Movie 500,Animation,Telugu,Disney,20:58.5,USA,217.92,180,4.81,13.62,34.7,2129,Yes,8.6,37,67601,24.53,10.17,Paramount,74.56
MOV3876,Movie 501,Drama,French,Fox Studios,20:58.5,India,276.39,100,23.43,35.78,203.62,4766,Yes,8.6,76,173316,148.01,55.61,Paramount,90.47
MOV1953,Movie 502,Adventure,Chinese,Fox Studios,20:58.5,France,135.44,149,21.16,57.43,563.63,2632,No,7.7,90,291436,317.44,246.19,Warner Bros,22.88
MOV4293,Movie 503,Drama,Japanese,Netflix Originals,20:58.5,South Korea,169.41,144,10.73,21.2,47.78,3455,Yes,7.2,35,172114,27.64,20.14,Sony Pictures,83.29
MOV2049,Movie 504,Drama,Korean,Warner Bros,20:58.5,USA,101.71,172,40.01,87.43,545.03,1011,No,9.4,48,22842,405.63,139.4,Warner Bros,37.26
MOV4811,Movie 505,Action,Korean,Sony Pictures,20:58.5,China,7.68,163,32.16,63.04,500.27,3913,No,4.5,32,40059,295.46,204.81,Paramount,3.5
MOV5867,Movie 506,Romance,Japanese,Disney,20:58.5,USA,122.17,162,41.73,85.37,504.48,1708,No,6.4,33,261429,293.46,211.02,Paramount,45.19
MOV4475,Movie 507,Thriller,Telugu,Warner Bros,20:58.5,India,15.75,150,39.48,83.12,334.11,2270,Yes,8.6,57,43963,226.17,107.94,Sony Pictures,5.46
MOV3132,Movie 508,Comedy,Tamil,Sony Pictures,20:58.5,India,285.43,81,4.86,7.42,23.78,1786,No,6.5,90,348418,14.03,9.75,Sony Pictures,99.44
MOV4089,Movie 509,Comedy,Chinese,Disney,20:58.5,South Korea,105.36,155,6.63,14.3,75.29,4176,No,9.8,32,97113,50.15,25.14,Fox Studios,47.29
MOV2546,Movie 510,Adventure,French,Netflix Originals,20:58.5,UK,222.3,99,11.93,25.19,231.46,4158,Yes,9.3,34,17671,116.36,115.1,Warner Bros,90.43
MOV9376,Movie 511,Romance,German,Netflix Originals,20:58.5,India,204.25,95,25.68,54.97,537.45,697,Yes,9.6,69,88054,318.22,219.23,Warner Bros,64.84
MOV3575,Movie 512,Animation,Spanish,Paramount,20:58.5,Japan,256.87,169,4.26,9.34,32.75,4352,Yes,9.7,56,229293,22.23,10.52,Amazon Prime,112.98
MOV3423,Movie 513,Horror,English,Fox Studios,20:58.5,Germany,229.08,80,29.09,44.92,404.56,3704,No,6.4,96,224113,207.03,197.53,Warner Bros,47.69
MOV2342,Movie 514,Romance,German,Netflix Originals,20:58.5,France,189.15,175,2.26,5.24,17.47,727,No,5.5,48,108794,11.34,6.13,Warner Bros,66.23
MOV5188,Movie 515,Animation,German,Disney,20:58.5,South Korea,294.82,149,9.7,25.51,251.31,3143,Yes,8.3,39,312009,135.6,115.71,Paramount,132.05
MOV4638,Movie 516,Animation,French,Fox Studios,20:58.5,China,95.82,159,29.9,59.61,469.72,3776,No,7.5,67,479564,375.76,93.96,Sony Pictures,10.47
MOV7064,Movie 517,Animation,Telugu,Universal,20:58.5,USA,98.91,112,27.96,60.22,188.02,2548,Yes,5,78,458957,118.37,69.65,Netflix,40.9
MOV8110,Movie 518,Action,Chinese,Universal,20:58.5,France,73.51,178,0.98,1.51,10.11,2218,Yes,10,60,247957,7.97,2.14,Warner Bros,22.65
MOV6093,Movie 519,Action,Korean,Disney,20:58.5,France,204.31,103,9.62,18.14,87.78,2221,No,8.7,80,287664,58.54,29.24,Fox Studios,31.68
MOV3591,Movie 520,Drama,German,Netflix Originals,20:58.5,France,250.01,99,15.5,44.93,439.44,3775,No,4.5,52,213730,236.89,202.55,Paramount,51.79
MOV5508,Movie 521,Animation,Chinese,Warner Bros,20:58.5,China,157.14,121,26.34,66.57,384.02,3275,No,7.9,45,10729,290.48,93.54,Paramount,43.26
MOV6871,Movie 522,Animation,Korean,Paramount,20:58.5,France,185.67,120,9.38,18.46,50.37,2016,No,7.4,66,137714,32.14,18.23,Paramount,76.07
MOV6865,Movie 523,Sci-Fi,German,Fox Studios,20:58.5,France,33.85,125,45.75,128.59,1134.09,4086,No,6.1,38,408264,641.28,492.81,Paramount,15.04
MOV8780,Movie 524,Horror,Tamil,Disney,20:58.5,USA,18.16,85,47.79,142.93,341.57,2032,Yes,9.6,36,364036,177.51,164.06,Warner Bros,7.69
MOV9106,Movie 525,Comedy,Spanish,Netflix Originals,20:58.5,India,242.55,147,16.13,37.67,203.74,2062,Yes,4,56,266081,120.53,83.21,Fox Studios,77.71
MOV3533,Movie 526,Romance,Spanish,Sony Pictures,20:58.5,USA,131.21,94,40.32,62.86,604.23,2866,No,4.4,81,201509,410.02,194.21,Warner Bros,39.15
MOV6081,Movie 527,Sci-Fi,German,Sony Pictures,20:58.5,India,268.83,100,11.27,18.64,84.99,4649,Yes,9.9,57,434424,56.04,28.95,Netflix,89.46
MOV5724,Movie 528,Sci-Fi,Spanish,Universal,20:58.5,Germany,287.9,148,26.21,62.33,273.15,4318,Yes,8,86,298220,178.3,94.85,Warner Bros,54.06
MOV2003,Movie 529,Drama,French,Sony Pictures,20:58.5,India,33.18,177,17.49,45.55,200.76,4174,Yes,4.8,100,186993,142.61,58.15,Sony Pictures,14.49
MOV1356,Movie 530,Action,German,Sony Pictures,20:58.5,France,239.12,111,28.48,43.35,293.93,4683,Yes,4.3,96,31581,234.87,59.06,Netflix,108.56
MOV8455,Movie 531,Drama,Spanish,Warner Bros,20:58.5,China,274.12,160,7.41,12.7,52.89,2498,No,4.6,66,290409,28.19,24.7,Sony Pictures,77.55
MOV9388,Movie 532,Sci-Fi,Japanese,Warner Bros,20:58.5,USA,66.74,123,17.26,37.47,153.87,1428,No,5.1,41,99835,103.93,49.94,Paramount,12.94
MOV1457,Movie 533,Adventure,Korean,Paramount,20:58.5,Japan,217.35,159,20.7,41.63,345.76,1859,Yes,4.2,31,208485,181.61,164.15,Sony Pictures,75.66
MOV5221,Movie 534,Animation,Telugu,Disney,20:58.5,USA,167.78,107,4.04,11.88,82.76,3175,No,7.1,90,283777,65.76,17,Sony Pictures,28.67
